aircraft_id,age_y,total_parking_minutes,metar_temperature_c,metar_relative_humidity,metar_dew_point_c,metar_wind_speed_kn,metar_visibility_mi,metar_hour_precipitation,sea_salt_aerosol_003_05_mixing_ratio,sea_salt_aerosol_05_5_mixing_ratio,sea_salt_aerosol_5_20_mixing_ratio,dust_aerosol_003_055_mixing_ratio,dust_aerosol_055_09_mixing_ratio,dust_aerosol_09_20_mixing_ratio,hydrophilic_organic_matter_aerosol_mixing_ratio,hydrophobic_organic_matter_aerosol_mixing_ratio,hydrophilic_black_carbon_aerosol_mixing_ratio,hydrophobic_black_carbon_aerosol_mixing_ratio,sulphate_aerosol_mixing_ratio,ethane,c3h8,isoprene,carbon_monoxide_mass_mixing_ratio,ozone_mass_mixing_ratio,h2o2,formaldehyde,hno3,nitrogen_monoxide_mass_mixing_ratio,nitrogen_dioxide_mass_mixing_ratio,oh,organic_nitrates,specific_humidity,sulphur_dioxide_mass_mixing_ratio,temperature
7c74e5,5.6666666666667425,25753.276793248944,16.670831933183354,68.55674184531492,9.945497572381264,7.32144796393138,5.957109878730128,0.0,5.489642155538088e-11,4.590835809687168e-09,1.881578916139815e-09,1.2129050978173578e-09,2.226113597177985e-09,2.5247132306536482e-09,6.341455795576575e-09,3.1718302841571457e-09,1.7225090028032032e-10,1.2843866876900017e-10,2.465670780993649e-09,7.329497476110021e-10,8.198230751594742e-10,5.2598113068703015e-09,1.6013557018829045e-07,5.336432673956216e-08,5.614582551263619e-10,1.7865488488565178e-09,8.71694719043205e-10,1.6114032594623002e-09,9.256593829113226e-09,2.7507770104575092e-14,1.4446566946179138e-09,0.008054194999350754,4.7105890820760835e-09,289.11740095253083
7c9771,5.916666666666667,31535.54745762712,27.918374848949735,77.1619971192827,23.29235698129315,5.4944578184844675,6.003512653593912,8.194337508202541e-06,1.2752062848984464e-10,1.026845573266117e-08,3.455541167431831e-09,1.6246435273810777e-10,2.7303326739612097e-10,1.029396467918805e-10,1.399144130876872e-08,1.0470290308673007e-08,2.4332073016205434e-10,4.433300002411133e-10,6.080033472349096e-09,1.1023583609293087e-09,5.90296397802014e-10,1.0771859647136811e-08,2.1397325317135325e-07,4.6188055791887116e-08,1.1008480807767366e-09,3.1265871927929085e-09,5.574791547073506e-10,1.6969004095003258e-09,8.196906654745219e-09,3.6654738096786234e-14,1.1969948813959023e-09,0.017251430974221358,1.7581125763418484e-08,299.36661247548085
7cb758,9.916666666666742,30817.574462365592,27.215650855650967,56.52034387233312,16.35802913338912,6.156496705002432,5.345595619891666,4.944342835484411e-07,5.163388487898681e-11,4.108599698008056e-09,1.1114754016610026e-09,7.084924651445004e-09,1.3006278476201501e-08,1.96444614846434e-08,2.195972846820097e-08,1.377763688578912e-08,5.087500786504499e-10,7.052176725718271e-10,7.498694734226012e-09,2.8682614855709656e-09,1.6860810946132265e-08,3.486796675724183e-09,3.471057693385067e-07,1.0762719232196932e-07,2.3630081619791216e-09,1.594707531475859e-08,1.4375701421252389e-08,1.285938762004562e-09,3.68968887236838e-08,9.203132564026934e-14,1.4329268292817195e-08,0.014115879559452853,1.5312286408186723e-08,299.23819311311246
7d8018,6.083333333333333,21647.444444444445,21.5789223478703,60.66980671976904,12.58697537361139,6.138258833884174,7.8586114538460246,0.0001777843932471,3.0393946777982644e-11,2.4287553240085115e-09,4.797427220492247e-10,6.334632954299299e-10,1.130722021259328e-09,5.832864819746967e-10,1.5865956922747645e-08,1.1722175283844825e-08,3.253948281935401e-10,5.365179060942485e-10,2.3874765196028754e-08,1.0454436900208176e-09,1.5792195003695619e-09,2.4947947852179866e-08,2.7167785073948035e-07,4.6355274412864963e-08,9.362250755392106e-10,4.021233754016605e-09,6.388681615394446e-10,5.784980410043723e-09,1.1671733986384099e-08,3.362711775683337e-14,2.546237694282471e-09,0.010949490229120633,9.87246604173275e-08,293.75506519494644
7d8956,4.9999999999999245,32430.85641025641,12.697847942878967,74.73932501780574,7.748014853738543,7.005930280543993,5.940943093954242,0.0,9.284141688624558e-11,7.839546180165218e-09,2.8424677157512705e-09,3.9163732819473896e-10,7.509137689207825e-10,7.92697120351093e-10,5.433415501640828e-09,2.6828594406344855e-09,1.8727400300807006e-10,1.7095494959124078e-10,1.1441700469567736e-09,5.187593238987097e-10,3.3493238529819895e-10,1.5095782741481125e-09,1.5141890535070514e-07,4.8278178567978824e-08,3.512674494671452e-10,9.942199620112168e-10,7.757988310094172e-10,1.7796133266179322e-09,1.0596727080556418e-08,2.7994016382459058e-14,1.141067848937652e-09,0.007141578090064201,1.722544453742393e-09,285.4295575354491
7da0d6,8.416666666666742,27881.17944983819,27.425250361824606,80.76323434486262,23.582059162651817,5.23614754193492,4.52299610077217,0.0,7.523715765764795e-11,5.917320766510177e-09,9.496480528614007e-10,2.8767424308454463e-10,4.753652747939288e-10,1.613104034708271e-10,2.4256236836258015e-08,1.5640312062572134e-08,3.8917249998601985e-10,4.4964639768492876e-10,9.50125333971688e-09,1.5168918783363522e-09,2.274029482785772e-09,1.1847533026920531e-08,3.1452381836176043e-07,6.143970460064676e-08,1.8325748338148834e-09,5.933781169355326e-09,2.4210985247007862e-09,6.943500766378433e-10,1.2216472405447644e-08,4.6316583073197755e-14,3.977526925703684e-09,0.017545687647752994,1.5440104816470465e-08,299.7689352205405
7deec3,5.75,28292.865458937198,8.529810051993628,34.20888469767158,5.644822689201004,6.499082097176318,9.399082629950009,0.0030547841106652296,9.040400156693737e-11,7.534139563268102e-09,3.399060082170772e-09,4.4698601711283973e-11,8.046363186990371e-11,4.316008628812639e-11,7.586973864455778e-09,5.49814857466997e-09,2.7940726225403746e-10,5.484978606715192e-10,2.5553603038058128e-09,1.0048794947769616e-09,7.706063400615338e-10,4.4020333085789145e-09,2.085777549608534e-07,4.568086636409182e-08,4.779913900063978e-10,2.0225855712888285e-09,1.1009314324181316e-09,5.51586493241671e-09,1.5310280969411456e-08,3.688509538597345e-14,1.4407681274039988e-09,0.009272446798014942,8.931270772172575e-09,289.9109272228412
7e0040,6.0000000000000755,32016.97765151515,14.201470048214794,74.106786219093,9.044281333982845,6.4330730478361495,5.863569252071939,0.0,8.482869950675774e-11,7.150588790171993e-09,2.876659429811336e-09,4.729861455885476e-10,8.638212333055567e-10,8.680758028618444e-10,6.2383150926009055e-09,3.470641733487506e-09,1.7801814431926226e-10,1.674260912608031e-10,1.245076638263243e-09,5.799833642593972e-10,3.9308422517853546e-10,2.0653082943652147e-09,1.650507075907169e-07,4.867284754003965e-08,3.855184439527097e-10,1.120940589444963e-09,9.35102332827208e-10,2.3273438648926403e-09,1.030170178881559e-08,2.859339528750466e-14,1.1892646906097116e-09,0.007598356453259471,1.8515479736691301e-09,286.4715215054525
7e486e,5.7499999999999245,27619.071732026143,15.666464354775785,70.89065073009684,9.681785116070234,9.544099724669323,5.896685997011743,0.0,7.412872273771281e-11,6.224322963762584e-09,2.8932994256188863e-09,1.0004730918003622e-09,1.877116406565029e-09,2.371620279164632e-09,7.005319330213795e-09,3.987989895190981e-09,1.8182976000558005e-10,1.813912857886099e-10,2.749147092706944e-09,7.947774835623634e-10,1.100638639250695e-09,2.548629115861552e-09,1.781091759282859e-07,5.509064599977711e-08,5.975981817170031e-10,1.8497683557820895e-09,1.2092995011313235e-09,2.800425924731044e-09,1.1075877609756413e-08,2.98372887573652e-14,1.6092303348440053e-09,0.008238568893994033,6.454902014659585e-09,288.6047136155739
7fc77d,5.0833333333332575,31319.64341563786,17.513421981304962,71.53874604619162,11.527140104721186,6.654932221417264,5.673783640030895,0.0,5.1664926781906645e-11,4.2668323982010135e-09,1.7412471796622425e-09,8.706801713079345e-11,1.1396511265564856e-10,2.2996921051709362e-11,2.489278359536847e-08,1.8983473927929094e-08,4.540007087235027e-10,9.488052958922154e-10,4.20729001506216e-09,1.290553499005893e-09,1.2464123752016226e-09,8.253994043791705e-09,3.8455735129492525e-07,4.076342782871428e-08,3.5796855637014494e-10,2.3631949883903385e-09,1.2021063536577746e-09,4.989440482882376e-09,1.4731950447157553e-08,6.739010047293709e-14,2.779610018243161e-09,0.008741594937234167,2.2557665225625756e-08,288.3759898258992
7fdde3,5.916666666666667,30265.422644927537,13.600639663679635,75.0293527930822,8.635403678288913,7.108786472874021,5.826472677368334,0.0,9.59046490727522e-11,8.096199808380191e-09,3.4167478761888574e-09,4.730661570146749e-10,8.848012601944741e-10,9.100463562607749e-10,5.913394427874313e-09,3.1596414073843796e-09,1.7467091642526802e-10,1.569128282525099e-10,1.2787674816475075e-09,5.699695745830287e-10,3.934841099167421e-10,1.909208207907721e-09,1.600614343725516e-07,4.8314674668420024e-08,3.6487296522750634e-10,1.0865735744334497e-09,9.019820514509622e-10,2.1306738538989556e-09,1.0128814646126243e-08,2.7676710491287404e-14,1.1551576473186825e-09,0.007482869075744914,1.7232497436923557e-09,286.1707337782016
80a7f3,7.583333333333333,27173.727368421052,15.765352207333772,69.643628431236,9.223630235705071,9.226777237699075,5.85044615763605,0.0,7.26925629948839e-11,6.1015073190077245e-09,2.7794353028384114e-09,1.0886123099809293e-09,2.1280300289138983e-09,3.044208198151899e-09,6.73379848615544e-09,3.6288198733766083e-09,1.8427379740115648e-10,1.6114380988848805e-10,2.430733638154282e-09,7.249131493201997e-10,9.885044484007065e-10,2.7220478318315025e-09,1.6778377208568104e-07,5.4462308549422436e-08,5.874601532541416e-10,1.889321177054767e-09,1.2155277323874377e-09,2.0686840168603632e-09,1.1076611743932349e-08,3.171575323004909e-14,1.4461093833657425e-09,0.00786881917223017,5.067187231592813e-09,288.75077490121816
8129ec,3.9166666666666665,27766.54632034632,11.924535418334555,80.06535328322916,8.138846940796537,7.544921211642285,5.758476789841692,0.0,1.7247698662982593e-10,1.4632735563067068e-08,6.3309764993343625e-09,2.705244095492289e-10,5.179326235110377e-10,5.829023748894783e-10,4.474318636821382e-09,2.2343303037567356e-09,1.5341091570123816e-10,1.2234227916041776e-10,1.0854261411590742e-09,5.338573533138727e-10,5.887152958176113e-10,6.270359651083493e-10,1.3866787426467908e-07,4.849428459035148e-08,2.9365467682335413e-10,8.946656376225721e-10,7.676032626426947e-10,2.0936363838356446e-09,1.1116319289353078e-08,2.4759326348579738e-14,8.220802206136337e-10,0.007103278541907338,1.9285682882225896e-09,285.01944845695385
815678,5.833333333333333,23504.575543478262,16.060481555858395,71.25848187536434,9.976579132737449,5.203506118098529,5.127501993946314,0.0,5.670148979570505e-12,4.6059369471756474e-10,1.2167544681993136e-10,2.826623639564173e-09,5.3367776484460415e-09,7.604702139018585e-09,8.143401831338195e-08,6.294214436201715e-08,1.8427802744736524e-09,3.879164279029283e-09,1.3072284621408934e-08,6.663563843398167e-09,2.766188949183873e-09,9.425274772822452e-09,1.280886751951569e-06,3.189079446391819e-08,4.4393215523079065e-10,4.8983769773455526e-09,3.271065735210048e-09,6.743892295718725e-08,4.571112070830874e-08,3.0930802830320223e-14,3.735109764161963e-09,0.00907700909190563,6.308509633354133e-08,287.6275570532378
81852c,9.25,29048.62274774775,20.33718320126719,73.80191209365567,14.822084337072388,6.004451850563248,5.7991420058232395,0.0,6.043700142922423e-11,4.934647702248695e-09,1.545413920800708e-09,9.089564952483107e-11,1.432672518007136e-10,3.874323578216914e-11,2.1383493120062674e-08,1.6299940985355245e-08,4.564961483194499e-10,8.710254305314161e-10,2.6791169515241167e-09,1.3468737098994613e-09,1.6316307191635297e-09,1.3363489227425525e-08,3.077278901733303e-07,4.023804248717629e-08,6.801970118527527e-10,4.0616260866928685e-09,8.222942918259311e-10,3.7179659848116145e-09,1.2965837076797348e-08,3.79845461099146e-14,2.5433768178507257e-09,0.011519847086875055,1.3030029049298036e-08,293.3286485498613
818836,6.083333333333333,29063.299822695033,12.118895845434063,79.24616301596649,8.154032965420516,7.444798181593274,5.742789323608089,0.0,1.5771698165233664e-10,1.3371025454608951e-08,5.756445809268427e-09,3.222634373992474e-10,6.145901348921669e-10,7.135957780683573e-10,5.107868009625475e-09,2.7731098151544576e-09,1.5880601916099497e-10,1.4438473484162275e-10,1.4110108938272744e-09,5.544040664117645e-10,6.163281841080985e-10,7.371376273840301e-10,1.5010249339568879e-07,4.7494573828597456e-08,3.240019643118699e-10,9.482861233829883e-10,9.096157463834001e-10,2.5540586875503637e-09,1.1969942877621456e-08,2.6819080395399364e-14,8.390563453270139e-10,0.007222269201791647,3.3626336911683733e-09,285.1421682699272
81f992,6.333333333333333,33182.03008658009,17.707366775585847,69.4513277511667,11.1262900927046,7.163958798965192,6.066826093387188,0.0,9.290543859097816e-11,7.797922362147657e-09,3.7271440349624575e-09,9.368867659335319e-10,1.7708182426565008e-09,1.9655409112605918e-09,4.226347036576228e-09,2.0029536672818035e-09,1.5948697705037808e-10,1.441059599164252e-10,1.399218283384275e-09,4.911794496189697e-10,2.6369060746679667e-10,3.1759734356236696e-09,1.3741454105997982e-07,5.958357628645805e-08,6.085536070196489e-10,1.164979685706024e-09,1.1776160369038244e-09,8.542027642896966e-10,6.890278117579951e-09,3.7294231565113447e-14,1.1094232696825103e-09,0.008945608616741322,2.1690944428242063e-09,290.6806084635997
821d06,5.4166666666667425,31729.3669047619,7.121180166864935,76.50105997089348,2.7239806816206134,7.314878407743943,5.806028641178423,0.0,9.327705709722195e-11,7.926671276132243e-09,3.7106613327752836e-09,9.630874030097474e-11,1.7857366662674306e-10,1.6065150368370025e-10,3.268678594859922e-09,1.6483844853403766e-09,1.1876578507727884e-10,8.598575818858482e-11,6.20086331244867e-10,7.667544428822147e-10,1.3745671179988956e-09,4.034260313932752e-10,1.3739115240552037e-07,5.236577591138263e-08,2.1440397897583013e-10,1.6389179912149212e-09,4.771586854387672e-10,3.7725478284626077e-10,6.5787470853283986e-09,1.959499227646291e-14,1.6686857269232915e-09,0.005293258959311366,1.5531336176464722e-09,279.7678796917396
82c60b,5.7500000000000755,29655.915674603173,12.106735143365194,79.99703052664943,8.31422188698052,7.21702981551001,5.761626632073186,0.0,1.712585318626201e-10,1.4527445716227343e-08,6.313403024927833e-09,2.601697269203965e-10,4.980680287096796e-10,5.500471267202061e-10,4.354334006502317e-09,2.1400771266159435e-09,1.5356206588755558e-10,1.3342447664274546e-10,1.0918227813685087e-09,5.345601777309099e-10,6.136614066164084e-10,7.079979559039867e-10,1.3851395082024365e-07,4.755756518285172e-08,2.9761559473895527e-10,9.19587953024337e-10,7.446858633955934e-10,2.424189905160389e-09,1.2060244683930032e-08,2.4561912655753374e-14,8.136443175926654e-10,0.00718749569744998,1.8119860446264778e-09,285.3143824596769
82c6bc,7.3333333333332575,31616.142295597485,12.349147120279095,74.1734811931034,7.23116214807614,5.329677184895193,5.847179039855689,0.0,5.60403010506517e-11,4.7214572036960406e-09,1.6445013188404993e-09,5.445926366323611e-10,1.0125877747853258e-09,1.0807792170920144e-09,6.8741566268613945e-09,4.1963974868265905e-09,1.6970929500093486e-10,1.6090013924906976e-10,1.0302015140296967e-09,6.160448700241121e-10,3.7342014640999926e-10,3.4505751353868085e-09,1.783114861252307e-07,4.559808837285894e-08,3.146546403351439e-10,1.2059170865899694e-09,6.53176494618449e-10,1.0796612507894115e-09,9.112697142510709e-09,2.7989497692332996e-14,1.3707015766569943e-09,0.006464437641519825,1.412269533373615e-09,283.6046394734467
82d58e,9.833333333333334,24503.70735294118,23.344695509098447,54.401438359904475,11.717714691577491,6.726399641004171,5.596012083827558,0.0,4.9228707343876356e-11,4.023881364143916e-09,1.3654902325422184e-09,4.143917223347008e-09,8.653068464091077e-09,1.6564578816943542e-08,2.742087979496386e-08,2.078892683985484e-08,4.5537279327507504e-10,8.398725361827493e-10,6.159937744622801e-09,1.5353940694200442e-09,5.036110962101964e-09,1.7929076872136047e-09,4.083148503578248e-07,6.549039723015591e-08,1.038311912017265e-09,7.442828346991619e-09,4.638214161113679e-09,5.7102091671470504e-09,2.7766607047891293e-08,8.123735550242577e-14,2.7861503079413334e-09,0.008902210631871818,2.9576727779340635e-08,295.77007790346005
83d8b0,5.5000000000000755,28926.351687763712,9.856335577031896,35.41083683969611,6.7344880789739445,6.602888886155328,9.403843021313724,0.0026729969376825726,1.0227594460024779e-10,8.511781157481848e-09,4.07093071678635e-09,4.663672370046324e-11,8.611840946106359e-11,5.086817738251993e-11,5.403482681574524e-09,3.872661388197163e-09,1.4175559592145116e-10,2.4013678912285973e-10,2.6745369687450976e-09,7.729258540573901e-10,6.205596382005647e-10,4.0644312412741315e-09,1.6607746813398083e-07,4.735891060895249e-08,5.734789721752689e-10,1.6974806453473173e-09,9.297386748455069e-10,4.134997282025917e-09,1.2804893319348198e-08,4.124220306172252e-14,1.1897601848857462e-09,0.01000067176104095,8.67495141372203e-09,290.8865795324986
846c00,6.083333333333333,27304.56925925926,20.664474409660098,60.373367132975325,11.433056589124913,5.582432964126782,8.32855719768343,0.00022223582825133204,3.0584253661069535e-11,2.4609721810000976e-09,6.228287994091084e-10,5.518279345653487e-10,9.937782905547715e-10,5.29806814209874e-10,1.9348573293977895e-08,1.4993738162780913e-08,3.0621203251885804e-10,5.730350644511823e-10,3.650614504167339e-08,1.4716817106432638e-09,2.1902391687064896e-09,2.063555711840579e-08,3.149749980344519e-07,4.2712608308115455e-08,8.345692106961778e-10,4.210276374257519e-09,8.521820075767057e-10,9.716876925743375e-09,1.4669330026266852e-08,3.8978732712784405e-14,2.3002190060273105e-09,0.010131769314856804,1.911594204420035e-07,292.59609451501376
8516ed,2.666666666666591,31188.191414141416,23.092877601832292,79.15522446647347,19.009657791608415,9.330134146348149,5.7999791169938,0.0,1.5123553307485086e-10,1.2589727514306899e-08,8.293707793359368e-09,5.077793439418241e-10,9.497210538746067e-10,7.967042957469009e-10,1.6822746112083525e-08,1.1528620577687956e-08,5.59157394478825e-10,1.0121640664160782e-09,6.994456103545704e-09,1.7540356772440121e-09,1.0404673432606744e-09,3.3762401048963322e-09,2.7460377237416003e-07,7.004712272861982e-08,9.752466440856405e-10,3.482314206703372e-09,4.270486255543479e-09,4.074933781137063e-09,1.924982649389641e-08,5.4341953491778274e-14,3.6160090806782313e-09,0.014053360201797378,1.6154427305165563e-08,294.6386556228897
854d82,1.916666666666591,32301.313301282054,16.195572311417052,69.8951871205961,10.001427120953865,9.877719313295461,6.094706775503975,0.0,1.5291849191277495e-10,1.2891546956956975e-08,5.561476384887738e-09,1.0262246410424529e-10,2.211675388921365e-10,4.1959815133350816e-10,3.524040587133197e-09,2.432719455986215e-09,1.1041175910066447e-10,1.9774974137624428e-10,1.140455654898983e-09,4.0432183941769663e-10,3.033371215364098e-10,1.2471277139019073e-08,9.112633636967045e-08,3.853041722264987e-08,3.0932694695477797e-10,1.6823719996235469e-09,5.093981599976305e-10,4.188007955404987e-09,1.0469308917344959e-08,1.8935985632281377e-14,1.1405674539412387e-09,0.008143131352932171,4.199733230282974e-09,288.76863443045374
857362,5.3333333333332575,24928.402525252524,12.951496043444596,74.6805261139636,7.8145110746829465,5.896060111375046,5.8294924198701255,0.0,4.344850396159101e-11,3.650969518866151e-09,1.2289664878286003e-09,4.913831273234338e-10,9.363368161673275e-10,1.0361191486802568e-09,5.731588896287302e-09,3.1481277502558487e-09,1.6222721991684089e-10,1.199126724557533e-10,1.5730009310519635e-09,6.452663760272531e-10,6.643199936466329e-10,2.790916743918042e-09,1.671959843066147e-07,4.965580577994537e-08,3.8954772751083444e-10,1.4938765234611278e-09,6.996594168630666e-10,1.1676229699951243e-09,8.657608192988309e-09,2.509044059957074e-14,1.4417551704156061e-09,0.0071805251371606215,4.920287032124765e-09,286.137801463848
